Country,Global category,Overview category,Sector,Subsector,Indicator ID,Value,Source,Indicator name
Denmark,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Denmark,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/resource/ClimateProgramme2020-Denmarks-LTS-under-the%20ParisAgreement_December2020_.pdf"">Climate Programme 2020</a> (12/30/2020); <br><a href=""https://kefm.dk/aktuelt/nyheder/2019/dec/klimalov/"">Broad Agreement on Ambitious and Binding Climate Law</a> (6/12/2019)",Net_Zero,Net-zero Target Source
Denmark,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Denmark,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Denmark,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Denmark,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Denmark,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Dominican Republic,Overview,Net-zero Target,,,nz_status,In Policy Document,Net_Zero,Net-zero Target Status
Dominican Republic,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Dominican Republic,Overview,Net-zero Target,,,nz_source,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Dominican%20Republic%20First/Dominican%20Republic%20First%20NDC%20(Updated%20Submission).pdf"">Dominican Republic First NDC (Updated submission)</a> (12/28/2020)",Net_Zero,Net-zero Target Source
Dominican Republic,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Dominican Republic,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Dominican Republic,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Dominican Republic,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Dominican Republic,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Estonia,Overview,Net-zero Target,,,nz_status,In Political Pledge,Net_Zero,Net-zero Target Status
Estonia,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Estonia,Overview,Net-zero Target,,,nz_source,"<a href=""https://www.europarl.europa.eu/thinktank/de/document/EPRS_BRI(2021)690684"">Announcement in support of EU's climate neutrality target </a> (1/25/2021)",Net_Zero,Net-zero Target Source
Estonia,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Estonia,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Estonia,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Estonia,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Estonia,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
European Union (27),Overview,Net-zero Target,,,nz_status,"In Law (6/30/2021)<br>In Policy Document (3/6/2020, 12/18/2020)",Net_Zero,Net-zero Target Status
European Union (27),Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
European Union (27),Overview,Net-zero Target,,,nz_source,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Poland%20First/EU_NDC_Submission_December%202020.pdf"">EU Updated First NDC</a> (12/18/2020); <a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1588581905912&uri=CELEX:52020PC0080"">European Climate Law</a> (6/30/2021)<br><a href=""https://unfccc.int/sites/default/files/resource/HR-03-06-2020%20EU%20Submission%20on%20Long%20term%20strategy.pdf"">Long-term low greenhouse gas emission development strategy of the European Union and its Member States</a> (3/6/2020)",Net_Zero,Net-zero Target Source
European Union (27),Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
European Union (27),Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
European Union (27),Overview,Net-zero Target,,,nz_offset,International Offsets Not Included,Net_Zero,Includes International Offsets
European Union (27),Overview,Net-zero Target,,,nz_ship,"International Shipping Not Included, International Aviation Included",Net_Zero,Includes International Shipping and Aviation
European Union (27),Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Fiji,Overview,Net-zero Target,,,nz_status,In Policy Document,Net_Zero,Net-zero Target Status
Fiji,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Fiji,Overview,Net-zero Target,,,nz_source,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Fiji%20First/Republic%20of%20Fiji's%20Updated%20NDC%2020201.pdf"">Fiji’s Updated Nationally Determined Contribution</a> (12/30/2020);<br><a href=""https://unfccc.int/sites/default/files/resource/Fiji_Low%20Emission%20Development%20%20Strategy%202018%20-%202050.pdf"">Fiji Low Emissions Development Strategy: 2018-2050</a> (2/25/2019)",Net_Zero,Net-zero Target Source
Fiji,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Fiji,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Fiji,Overview,Net-zero Target,,,nz_offset,International Offsets Included,Net_Zero,Includes International Offsets
Fiji,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Fiji,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Finland,Overview,Net-zero Target,,,nz_status,In Law (5/25/2022); In Policy Document (6/6/2019),Net_Zero,Net-zero Target Status
Finland,Overview,Net-zero Target,,,nz_year,2035,Net_Zero,Net-zero Target Year
Finland,Overview,Net-zero Target,,,nz_source,"<a href=""https://www.ecowatch.com/finland-carbon-negative-emissions-pledge.html"">Climate Change Act</a> (5/25/2022) <br><a href=""https://julkaisut.valtioneuvosto.fi/bitstream/handle/10024/161664/Inclusive%2520and%2520competent%2520Finland_2019.pdf?sequence=7&isAllowed=y"">Programme of Prime Minister Antti Rinne’s Government 6 June 2019</a> (6/6/2019); <br><a href=""https://unfccc.int/sites/default/files/resource/LTS_Finland_Oct2020.pdf"">Finland's long-term low greenhouse gas emission development strategy</a> (10/6/2020)",Net_Zero,Net-zero Target Source
Finland,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Finland,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Finland,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Finland,Overview,Net-zero Target,,,nz_ship,International Shipping and Aviation Not Included,Net_Zero,Includes International Shipping and Aviation
Finland,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
France,Overview,Net-zero Target,,,nz_status,In Policy Document (2/8/2021)<br>In Law (4/30/2019),Net_Zero,Net-zero Target Status
France,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
France,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/resource/en_SNBC-2_complete.pdf"">National Low Carbon Strategy</a> (2/8/2021); <br><a href=""http://www.assemblee-nationale.fr/dyn/15/textes/l15b1908_projet-loi"">National Assembly Constitution of 4 October 1958 Fifteenth Legislature</a> (4/30/2019)",Net_Zero,Net-zero Target Source
France,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
France,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
France,Overview,Net-zero Target,,,nz_offset,International Offsets Not Included,Net_Zero,Includes International Offsets
France,Overview,Net-zero Target,,,nz_ship,International Shipping and Aviation Not Included,Net_Zero,Includes International Shipping and Aviation
France,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Gabon,Overview,Net-zero Target,,,nz_status,In Policy Document,Net_Zero,Net-zero Target Status
Gabon,Overview,Net-zero Target,,,nz_year,Already achieved and commit to maintain,Net_Zero,Net-zero Target Year
Gabon,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-07/20220706_Gabon_Updated%20NDC.pdf"">Second Nationally Determined Contribution</a> (7/6/2022)",Net_Zero,Net-zero Target Source
Gabon,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Gabon,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Gabon,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Gabon,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Gabon,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Gambia,Overview,Net-zero Target,,,nz_status,In Policy Document,Net_Zero,Net-zero Target Status
Gambia,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Gambia,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/resource/Long_Term_Climate_Change_Strategy_of_The_Gambia_Final.pdf"">The Gambia`s Long-Term Climate-Neutral Development Strategy 2050</a> (9/22/2022); <a href=""https://ndpp.gm/wp-content/uploads/2021/08/The-Gambia-2050-Climate-Vision-MECCNAR.pdf"">The Gambia 2050 Climate Vision</a> (3/1/2021)",Net_Zero,Net-zero Target Source
Gambia,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Gambia,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Gambia,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Gambia,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Gambia,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Germany,Overview,Net-zero Target,,,nz_status,In Policy Document (11/2/22)<br>In Law (5/5/2021)<br>In Political Pledge (5/14/2019 and 5/5/2021),Net_Zero,Net-zero Target Status
Germany,Overview,Net-zero Target,,,nz_year,2045,Net_Zero,Net-zero Target Year
Germany,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/resource/Anlage%202_Update%20to%20the%20long-term%20strategy%20for%20climate%20action%20of%20the%20Federal%20Republic%20of%20Germany_02Nov2022_0.pdf"">Update to the long-term strategy for climate action of the Federal Republic of Germany</a> (11/2/22); <a href=""https://www.dpa-international.com/topic/ministers-set-target-germany-climate-neutral-2045-urn%3Anewsml%3Adpa.com%3A20090101%3A210505-99-477365"">Political Pledge</a> (5/5/2021); <br><a href=""https://www.bmu.de/fileadmin/Daten_BMU/Download_PDF/Glaeserne_Gesetze/19._Lp/ksg_aendg/Entwurf/ksg_aendg_bf.pdf"">Amended Federal Climate Protection Act</a> (05/05/2021); <br><a href=""https://www.climatechangenews.com/2019/05/14/merkel-pledges-make-germany-carbon-neutral-2050/"">Merkel pledges to make Germany carbon neutral by 2050</a> (5/14/2019)",Net_Zero,Net-zero Target Source
Germany,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Germany,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Germany,Overview,Net-zero Target,,,nz_offset,International Offsets Included,Net_Zero,Includes International Offsets
Germany,Overview,Net-zero Target,,,nz_ship,International Shipping and Aviation Not Included,Net_Zero,Includes International Shipping and Aviation
Germany,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Greece,Overview,Net-zero Target,,,nz_status,In Law,Net_Zero,Net-zero Target Status
Greece,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Greece,Overview,Net-zero Target,,,nz_source,"<a href=""https://www.enterprisegreece.gov.gr/newsletters/newsletter-articles/new-greek-climate-law-aims-for-zero-net-emissions-by-2050"">New Greek climate law aims for zero net emissions by 2050</a> (05/26/2022)",Net_Zero,Net-zero Target Source
Greece,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Greece,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Greece,Overview,Net-zero Target,,,nz_offset,International Offsets Included,Net_Zero,Includes International Offsets
Greece,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Greece,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Guyana,Overview,Net-zero Target,,,nz_status,In Political Pledge,Net_Zero,Net-zero Target Status
Guyana,Overview,Net-zero Target,,,nz_year,Already achieved and commit to maintain,Net_Zero,Net-zero Target Year
Guyana,Overview,Net-zero Target,,,nz_source,"<a href=""https://dpi.gov.gy/guyana-in-full-support-of-net-zero-by-2050/"">Vice Presidential announcement</a> (4/22/2021)",Net_Zero,Net-zero Target Source
Guyana,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Guyana,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Guyana,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Guyana,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Guyana,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Hungary,Overview,Net-zero Target,,,nz_status,In Law,Net_Zero,Net-zero Target Status
Hungary,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Hungary,Overview,Net-zero Target,,,nz_source,"<a href=""https://www.parlament.hu/irom41/07021/07021-0010.pdf"">Climate Ambition Alliance: Net Zero 2050</a> (5/14/2020)",Net_Zero,Net-zero Target Source
Hungary,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Hungary,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Hungary,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Hungary,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Hungary,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Iceland,Overview,Net-zero Target,,,nz_status,"In Law (6/25/2021);<br>In Policy Document (2/18/2021, 10/28/2021)",Net_Zero,Net-zero Target Status
Iceland,Overview,Net-zero Target,,,nz_year,2040,Net_Zero,Net-zero Target Year
Iceland,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/resource/Iceland_LTS1_2021.pdf"">Iceland’s Long-Term Low Emission Development Strategy</a> (10/28/21); <a href=""https://www.althingi.is/altext/stjt/2021.095.html"">Climate Act 2021</a> (6/5/2021); <a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Iceland%20First/Iceland_updated_NDC_Submission_Feb_2021.pdf"">Update of the Nationally Determined Contribution of Iceland </a> (2/18/2021); <br><a href=""https://www.government.is/lisalib/getfile.aspx?itemid=5b3c6c45-f326-11e8-942f-005056bc4d74"">Iceland’s Climate Action Plan for 2018-2030</a> (9/1/2018)",Net_Zero,Net-zero Target Source
Iceland,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Iceland,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Iceland,Overview,Net-zero Target,,,nz_offset,International Offsets Included,Net_Zero,Includes International Offsets
Iceland,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Iceland,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
India,Overview,Net-zero Target,,,nz_status,"In Policy Document (8/26/2022, 11/14/2022)<br>In Political Pledge (11/1/2021)",Net_Zero,Net-zero Target Status
India,Overview,Net-zero Target,,,nz_year,2070,Net_Zero,Net-zero Target Year
India,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/resource/India_LTLEDS.pdf"">India's Long-Term Low-Carbon Development Strategy</a> (11/14/22); <a href=""https://unfccc.int/sites/default/files/NDC/2022-08/India%20Updated%20First%20Nationally%20Determined%20Contrib.pdf"">India’s Updated First Nationally Determined Contribution Under Paris Agreement</a> (8/26/2022)<br><a href=""https://unfccc-cop26.streamworld.de/webcast/national-statements"">Speech during COP26 World Leaders Summit</a> (11/1/2021)",Net_Zero,Net-zero Target Source
India,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
India,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
India,Overview,Net-zero Target,,,nz_offset,International Offsets Included,Net_Zero,Includes International Offsets
India,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
India,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Indonesia,Overview,Net-zero Target,,,nz_status,In Policy Document,Net_Zero,Net-zero Target Status
Indonesia,Overview,Net-zero Target,,,nz_year,2060,Net_Zero,Net-zero Target Year
Indonesia,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-09/23.09.2022_Enhanced%20NDC%20Indonesia.pdf"">Enhanced Nationally Determined Contribution - Republic of Indonesia </a> (9/23/2022)",Net_Zero,Net-zero Target Source
Indonesia,Overview,Net-zero Target,,,nz_ghg,Partial GHG Coverage,Net_Zero,Coverage of GHGs
Indonesia,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Indonesia,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Indonesia,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Indonesia,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Ireland,Overview,Net-zero Target,,,nz_status,In Law (8/30/2021); In Policy Document (6/17/2019),Net_Zero,Net-zero Target Status
Ireland,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Ireland,Overview,Net-zero Target,,,nz_source,"<a href=""https://www.gov.ie/en/press-release/9336b-irelands-ambitious-climate-act-signed-into-law/"">Ireland’s ambitious Climate Act signed into law</a> (8/30/2021)<br><a href=""https://www.gov.ie/pdf/?file=https://assets.gov.ie/42213/752d5346b9c6407b9125fdadfa0738a4.pdf#page=1"">Climate Action Plan 2019</a> (6/17/2019)",Net_Zero,Net-zero Target Source
Ireland,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Ireland,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Ireland,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Ireland,Overview,Net-zero Target,,,nz_ship,"Unclear or Undecided for international shipping, international aviation not included.",Net_Zero,Includes International Shipping and Aviation
Ireland,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Israel,Overview,Net-zero Target,,,nz_status,In Political Pledge,Net_Zero,Net-zero Target Status
Israel,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Israel,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc-cop26.streamworld.de/webcast/first-part-of-the-high-level-segment-for-heads-of-"">Speech during COP26 World Leaders Summit</a> (11/1/2021)",Net_Zero,Net-zero Target Source
Israel,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Israel,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Israel,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Israel,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Israel,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Italy,Overview,Net-zero Target,,,nz_status,In Policy Document (2021); In Political Pledge (12/12/2020),Net_Zero,Net-zero Target Status
Italy,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Italy,Overview,Net-zero Target,,,nz_source,"<a href=""https://ec.europa.eu/clima/sites/lts/lts_it_it.pdf"">STRATEGIA ITALIANA DI LUNGO TERMINE SULLA RIDUZIONE DELLE EMISSIONI DEI GAS A EFFETTO SERRA</a> (2021)<br><a href=""https://www.climateambitionsummit2020.org/ondemand.php"">Climate Ambition Summit 2020</a> (12/12/2020)",Net_Zero,Net-zero Target Source
Italy,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Italy,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Italy,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Italy,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Italy,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Jamaica,Overview,Net-zero Target,,,nz_status,In Political Pledge,Net_Zero,Net-zero Target Status
Jamaica,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Jamaica,Overview,Net-zero Target,,,nz_source,"<a href=""https://www.climateambitionsummit2020.org/ondemand.php"">Climate Ambition Summit 2020</a> (12/12/2020)",Net_Zero,Net-zero Target Source
Jamaica,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Jamaica,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Jamaica,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Jamaica,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Jamaica,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Japan,Overview,Net-zero Target,,,nz_status,"In Law(6/2/2021); <br>In Political Pledge (10/26/2020); <br>In Policy Document (6/11/2019, 10/29/2021, 11/21/2021)",Net_Zero,Net-zero Target Status
Japan,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Japan,Overview,Net-zero Target,,,nz_source,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Japan%20First/JAPAN_FIRST%20NDC%20(UPDATED%20SUBMISSION).pdf"">Japan Updated First NDC</a> (11/21/2021); <a href=""https://unfccc.int/sites/default/files/resource/Japan_LTS2021.pdf"">The Long-Term Strategy under the Paris Agreement (Revised)</a> (10/29/21); <a href=""https://www.sangiin.go.jp/japanese/joho1/kousei/gian/204/pdf/s0802040472040.pdf "">Act on Promotion of Global Warming Countermeasures (Japanese)</a> (06/02/2021);<a href=""https://news.un.org/en/story/2020/10/1076132"">Japanese Prime Minister Suga Yoshihide’s announcement</a> (10/26/2020); <br><a href=""https://unfccc.int/sites/default/files/resource/The%20Long-term%20Strategy%20under%20the%20Paris%20Agreement.pdf"">The Long-term Strategy under the Paris Agreement</a> (6/11/2019)",Net_Zero,Net-zero Target Source
Japan,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Japan,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Japan,Overview,Net-zero Target,,,nz_offset,"Not stated, although Japan will “lead international rule making and creating appropriate framework for using market based mechanisms”",Net_Zero,Includes International Offsets
Japan,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Japan,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Kazakhstan,Overview,Net-zero Target,,,nz_status,In Political Pledge,Net_Zero,Net-zero Target Status
Kazakhstan,Overview,Net-zero Target,,,nz_year,2060,Net_Zero,Net-zero Target Year
Kazakhstan,Overview,Net-zero Target,,,nz_source,"<a href=""https://www.climateambitionsummit2020.org/ondemand.php"">Climate Ambition Summit 2020</a> (12/12/2020)",Net_Zero,Net-zero Target Source
Kazakhstan,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Kazakhstan,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Kazakhstan,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Kazakhstan,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Kazakhstan,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Laos,Overview,Net-zero Target,,,nz_status,In Policy Document (5/12/2021)<br>In Political Pledge (12/12/2020),Net_Zero,Net-zero Target Status
Laos,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Laos,Overview,Net-zero Target,,,nz_source,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Lao%20People%27s%20Democratic%20Republic%20First/NDC%202020%20of%20Lao%20PDR%20(English),%2009%20April%202021%20(1).pdf"">Laos Updated First NDC</a> (5/12/2021)<br><a href=""https://www.climateambitionsummit2020.org/ondemand.php"">Climate Ambition Summit 2020</a> (12/12/2020)",Net_Zero,Net-zero Target Source
Laos,Overview,Net-zero Target,,,nz_ghg,Partial GHG Coverage,Net_Zero,Coverage of GHGs
Laos,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Laos,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Laos,Overview,Net-zero Target,,,nz_ship,International Shipping and Aviation Not Included,Net_Zero,Includes International Shipping and Aviation
Laos,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Latvia,Overview,Net-zero Target,,,nz_status,In Policy Document,Net_Zero,Net-zero Target Status
Latvia,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
